Source Account,Date,Compound,Positive,Neutral,Negative,Text
@BBC,Wed Feb 07 14:32:05 +0000 2018,0.5574,0.194,0.806,0.0,"? From @MichaelJackson's ranch to @Courtney Love's @Nirvana rights, here are nine treasured possessions that stars… https://t.co/iCIduWzjaj"
@BBC,Wed Feb 07 14:18:40 +0000 2018,0.0,0.0,1.0,0.0,"RT @BBCOne: This is going to be EPIC.

#Troy: Fall of a City. Starts 17th February on @BBCOne. https://t.co/oZa9dQTqK9"
@BBC,Wed Feb 07 14:00:11 +0000 2018,0.4588,0.3,0.7,0.0,"Welcome to Monowi, Nebraska. 

Population 1.
? https://t.co/bQ2QoCKWkw https://t.co/PVAS8iLu5w"
@BBC,Wed Feb 07 13:30:07 +0000 2018,0.0,0.0,1.0,0.0,??Some of these little penguins are seeing snow for the first time! https://t.co/WIoqhmOamm
@BBC,Wed Feb 07 13:15:33 +0000 2018,0.7351,0.228,0.772,0.0,"RT @TWBBC: Zebro here could soon revolutionise search and rescue efforts. Working as part of a swarm, these easy to produce robots can comm…"
@BBC,Wed Feb 07 13:00:06 +0000 2018,0.0,0.0,1.0,0.0,The #WinterOlympics has provided countless memorable moments over the years. Put your knowledge of them to the test… https://t.co/DohJknUpmF
@BBC,Wed Feb 07 12:30:03 +0000 2018,0.4926,0.166,0.834,0.0,"??? Think you can do better than the England women? 

Sign up for the #FAPeoplesCup!
? https://t.co/Z3G0muPU0e https://t.co/1JeLhsf666"
@BBC,Wed Feb 07 12:00:08 +0000 2018,0.0,0.0,1.0,0.0,"? Experts have worked out the carbon footprint of your sarnie and it could be time to give up your daily BLT.
?… https://t.co/mNfTyIYgIG"
@BBC,Wed Feb 07 11:33:04 +0000 2018,0.4003,0.161,0.839,0.0,"? ? @george_ezra took over @BBCR1 and played tracks from @NiallOfficial, @Camila_Cabello and @DUALIPA!

?Have a lis… https://t.co/XJCqTB4qLt"
@BBC,Wed Feb 07 11:26:32 +0000 2018,0.128,0.07,0.93,0.0,"RT @BBCNorthAmerica: Space X's Elon Musk has launched his new rocket, the #FalconHeavy, from the Kennedy Space Center in Florida

https://t…"
@BBC,Wed Feb 07 11:03:03 +0000 2018,0.0,0.0,1.0,0.0,"Scientists have finally put a face to Cheddar Man, Britain's oldest complete skeleton from 10,000 years ago.… https://t.co/AdICoObSyh"
@BBC,Wed Feb 07 10:04:58 +0000 2018,0.0,0.0,1.0,0.0,"RT @bbcarts: Filmed in 31 countries on six continents over three years, epic 9-hour series #Civilisations comes to @BBCTwo on 1st March. Pr…"
@BBC,Wed Feb 07 10:04:46 +0000 2018,0.0,0.0,1.0,0.0,"??@CraigDavid, @NiallOfficial, @WolfAliceMusic and percussionist @DameEvelyn have joined the line-up for the BBC's… https://t.co/Q3HgX99mQn"
@BBC,Wed Feb 07 09:54:53 +0000 2018,0.5719,0.217,0.783,0.0,"??US entrepreneur Elon Musk has successfully launched his new rocket, the Falcon Heavy, from the Kennedy Space Cent… https://t.co/pJyK2t05OJ"
@BBC,Wed Feb 07 09:00:04 +0000 2018,0.0,0.0,1.0,0.0,"What's a statue of an American president doing in Manchester &amp; why are Hull telephone boxes cream? 

Three puzzling… https://t.co/m6lFFjtN0P"
@BBC,Wed Feb 07 08:56:48 +0000 2018,0.0,0.0,1.0,0.0,RT @BBCNews: Cheddar Man: DNA shows early Brit had dark skin https://t.co/h4oMUWV0qg
@BBC,Wed Feb 07 08:56:27 +0000 2018,0.4574,0.187,0.813,0.0,"RT @bbc5live: Help the hedgehog! A new report says the population is ?? 

#5liveBreakfast https://t.co/0a0C3ly4SX"
@BBC,Wed Feb 07 08:54:57 +0000 2018,0.0,0.0,1.0,0.0,RT @bbceurovision: Today UK! Today our UK #Eurovision act for 2018 will be chosen. ????? #EurovisionYouDecide 7.30pm @BBCTwo https://t.co/W…
@BBC,Wed Feb 07 08:40:02 +0000 2018,0.0,0.0,1.0,0.0,"17-years-old and an undertaker, but why? ?
https://t.co/Vw0xsnuJJH"
@BBC,Wed Feb 07 08:20:03 +0000 2018,-0.296,0.0,0.913,0.087,? Clues to the state of your mental health may be hiding in plain sight – in the tweets you send and the Facebook u… https://t.co/jWHdacpPi8
@BBC,Wed Feb 07 08:00:08 +0000 2018,0.0,0.137,0.684,0.179,"When a friend is struggling with their mental health it can be hard to know what to say. 
#BBCLikeMinds https://t.co/uX4mxgf6Io"
@BBC,Wed Feb 07 07:38:03 +0000 2018,0.5423,0.251,0.637,0.112,"Truly vibrant red was elusive for many years: until a mysterious dye was discovered. 

? This is how a crushed bug… https://t.co/fiStAOHSXt"
@BBC,Tue Feb 06 19:30:18 +0000 2018,0.0,0.0,1.0,0.0,"RT @bbccomedy: Oh.. by the way, #InsideNo9 will return for a fifth series next year! ?????9?? https://t.co/iMBDssos9a https://t.co/cl2L70OD…"
@BBC,Tue Feb 06 19:30:05 +0000 2018,0.0,0.0,1.0,0.0,"Know your Suffragettes from your Suffragists, your WSPU from your NUWSS? 

Take this Pankhurst quiz to find out.
?… https://t.co/ykQrg4RzDB"
@BBC,Tue Feb 06 19:27:31 +0000 2018,0.3612,0.094,0.906,0.0,"RT @BBCScotland: Kirsten’s dad Stuart Adamson took his own life in 2001.

She has written her dad a letter to thank him for his music. http…"
@BBC,Tue Feb 06 19:26:49 +0000 2018,0.4389,0.182,0.818,0.0,"RT @bbcthree: ""I love my dad, but sometimes his rules drive me crazy!"" https://t.co/Tk0xeQxa6i"
@BBC,Tue Feb 06 19:25:21 +0000 2018,-0.7096,0.102,0.618,0.28,"RT @BBCNewsbeat: Eight members of the Man United team died in the Munich air disaster, 60 years ago today https://t.co/xPI8ydPFg4"
@BBC,Tue Feb 06 19:25:15 +0000 2018,-0.5719,0.0,0.812,0.188,"RT @BBCTwo: ""What's a VHS?"" And other terrifying phrases, in tonight's series finale of #InsideNo9, 10pm. ??
https://t.co/lilhVPMOYF"
@BBC,Tue Feb 06 19:00:05 +0000 2018,0.0,0.0,1.0,0.0,Inside Denmark's massive Lego House. https://t.co/3m5loPSZpi
@BBC,Tue Feb 06 18:30:03 +0000 2018,0.8398,0.428,0.572,0.0,? The annual #Sapporo snow festival in Japan has some pretty cool (?) ice sculptures! https://t.co/AI4gfWQ23l
@BBC,Tue Feb 06 18:00:06 +0000 2018,-0.34,0.098,0.748,0.154,"? Wage war on the cold with fortifying tagines, hearty stews and comfort food. 

These recipes make the most of Feb… https://t.co/nfaSdt1eKH"
@BBC,Tue Feb 06 17:30:08 +0000 2018,0.0,0.0,1.0,0.0,"?? HONK HONK! 

When you just can't get a word in...
#AnimalsWithCameras https://t.co/mFUZec36Ne"
@BBC,Tue Feb 06 17:07:56 +0000 2018,0.4184,0.148,0.852,0.0,"RT @mixital: ?New #DoctorWho Writing Challenge!?
Write a story featuring Rose!
 
Share it with us here: https://t.co/zW42ZnvJnc 

#BilliePi…"
@BBC,Tue Feb 06 17:06:24 +0000 2018,0.4588,0.158,0.842,0.0,"RT @bbcarts: 'Bewildering, breathtaking' Brighton Pavilion is just one of the destinations for @andrewgrahamdix in tonight's #RoyalCollecti…"
@BBC,Tue Feb 06 17:03:10 +0000 2018,0.0,0.0,1.0,0.0,"???? A selection of some of the most striking news photographs taken around the world this week.
?… https://t.co/MyW196KSCV"
@BBC,Tue Feb 06 16:47:54 +0000 2018,0.2263,0.106,0.894,0.0,"?@Drake surprised a young student at the University of Miami with a $50,000 (£36,000) scholarship after reading one… https://t.co/fHgUoq6QTB"
@BBC,Tue Feb 06 16:42:26 +0000 2018,0.5719,0.144,0.856,0.0,"RT @BBCSSO: One hundred years ago today women won the right to vote, we’re remembering our suffragettes with a new choral work, written by…"
@BBC,Tue Feb 06 16:39:58 +0000 2018,0.5705,0.22,0.687,0.093,"RT @BBCScotland: The Scottie Dogs have got some sound advice for Internet Safety Day:

""Don't trust anyone called Honest Jim!""

See more fr…"
@BBC,Tue Feb 06 15:12:23 +0000 2018,-0.802,0.0,0.687,0.313,"#100years since women were first given the vote, the battle for equality rages on. Meet the women fighting for fema… https://t.co/KUknfU9LJk"
@BBC,Tue Feb 06 14:58:21 +0000 2018,0.0,0.0,1.0,0.0,"RT @bbcthree: ""Do you even know any black people?"" https://t.co/1CjD1obs4K"
@BBC,Tue Feb 06 14:02:04 +0000 2018,0.0,0.0,1.0,0.0,"?? ‘I was delivered by a man in a dinner jacket’.

10 things we learned from @JackWhitehall’s #DesertIslandDiscs.… https://t.co/hnBdy7NxL5"
@BBC,Tue Feb 06 13:30:04 +0000 2018,-0.7152,0.0,0.724,0.276,"Eight things more likely to kill you in 1970s Britain than today. 
? https://t.co/zIDtYhFO9L https://t.co/e5CwtBDxNc"
@BBC,Tue Feb 06 13:00:37 +0000 2018,0.8402,0.31,0.69,0.0,"RT @BBCr4today: ""They will have to choose between giving us freedom or giving us death.""

Joanna Lumley reads this extract from Emmeline Pa…"
@BBC,Tue Feb 06 13:00:05 +0000 2018,0.0,0.0,1.0,0.0,"? #SportRelief is back and for 2018 is asking the nation to come together to walk one billion steps a day, every da… https://t.co/5nHttl86IS"
@BBC,Tue Feb 06 12:30:03 +0000 2018,0.5859,0.322,0.678,0.0,"? How this man's bottom helped win WW1.
#QI https://t.co/vbeU2IKbxP"
@BBC,Tue Feb 06 12:00:11 +0000 2018,0.1139,0.088,0.912,0.0,"?? Seven ways that other nations deal with winter weather without falling to pieces. 
? https://t.co/8XUZNxQc1Y https://t.co/rfzXWF2lPI"
@BBC,Tue Feb 06 11:57:10 +0000 2018,0.4184,0.122,0.878,0.0,"RT @BBCBreakfast: ?? New BBC weather graphics alert!! ?
Watch @carolkirkwood give you a sneak peek of the new look @BBCweather service whic…"
@BBC,Tue Feb 06 11:53:33 +0000 2018,-0.4515,0.0,0.881,0.119,"RT @bbcideas: What does it mean to be a feminist? When was the term first used? A brief history #100years
(Feminism: The fight for equality…"
@BBC,Tue Feb 06 11:52:38 +0000 2018,0.0,0.0,1.0,0.0,"RT @BBCSport: They call him ' The Ice King'

Meet Fadi Ahmed - the extreme ice skater... from Saudi Arabia!
? https://t.co/ZakUY3ayhi https…"
@BBC,Tue Feb 06 11:24:24 +0000 2018,0.0,0.0,1.0,0.0,"Who was #EmmelinePankhurst? 

#Suffragette100 #Vote100 #100Years https://t.co/nDw1wiBRYG"
@BBC,Tue Feb 06 11:17:10 +0000 2018,0.4767,0.146,0.854,0.0,"RT @BBCBreakfast: How important is the ability to vote, to you?
These young women talked to us about voting, as we mark 100 years since som…"
@BBC,Tue Feb 06 11:11:10 +0000 2018,-0.7906,0.071,0.556,0.374,"RT @BBCTwo: A shocking murder.

A gripping thriller. 

A star-studded cast.

? #Collateral. Starts Monday, 9pm, @BBCTwo. https://t.co/pwCmd…"
@BBC,Tue Feb 06 11:07:30 +0000 2018,-0.1027,0.0,0.924,0.076,"RT @BBCArchive: John Mahoney on Hard Talk in 1998, discussing Martin Crane and having a dog as a co-star https://t.co/xjmAeokWZ4"
@BBC,Tue Feb 06 10:45:08 +0000 2018,0.4754,0.128,0.872,0.0,?? @ElonMusk will attempt to fly the world's most powerful rocket towards Mars' orbit with his own sports car on to… https://t.co/Lfz26ugHE0
@BBC,Tue Feb 06 10:24:07 +0000 2018,-0.296,0.1,0.75,0.15,"The British-born actor John Mahoney, who played Martin Crane in the US sitcom Frasier, has died aged 77.
?… https://t.co/QnReRu34IQ"
@BBC,Tue Feb 06 10:19:55 +0000 2018,0.0258,0.148,0.707,0.145,RT @AboutTheBBC: Kids experience the best and worst of life online. This #SaferInternetDay find out more about #BBCOwnIt which aims to help…
@BBC,Tue Feb 06 10:19:21 +0000 2018,0.3818,0.106,0.894,0.0,RT @bbcwritersroom: Meet the #writers of our new series of bold short form dramas on @bbcthree #TheBreak watch their episodes and read thei…
@BBC,Tue Feb 06 10:10:03 +0000 2018,0.5719,0.163,0.837,0.0,"What did the suffragettes do for you?

? #100years after women won the right to vote, @ScarlettMoffatt tells the st… https://t.co/gMNQ2ybFtE"
@BBC,Tue Feb 06 10:01:19 +0000 2018,0.0,0.0,1.0,0.0,"RT @bbc5live: ?? Women's firsts throughout history ?

#5liveFirstWomen #100years

https://t.co/aFk6Ia5aGe"
@BBC,Tue Feb 06 09:48:20 +0000 2018,-0.3182,0.0,0.901,0.099,?? Armed police were sent to an Aberdeenshire farm after reports of a tiger on the loose - only to discover it was… https://t.co/BAMHJjACiC
@BBC,Tue Feb 06 09:45:07 +0000 2018,0.0,0.0,1.0,0.0,"RT @BBCWomansHour: Today's programme comes live from the @PankhurstCentre in Manchester. We'll be bringing together activists, historians,…"
@BBC,Tue Feb 06 09:00:09 +0000 2018,-0.2023,0.0,0.859,0.141,"? The controversial plan to bring wolves back to the Highlands. 
? https://t.co/UuAdHv9pLj https://t.co/NcfNI4q7rY"
@BBC,Tue Feb 06 08:48:34 +0000 2018,0.0,0.0,1.0,0.0,"RT @BBCNewsbeat: Considering going vegan ? You're about to spend a lot more time in supermarkets reading labels.  

To give you a head star…"
@BBC,Tue Feb 06 08:47:22 +0000 2018,0.0,0.0,1.0,0.0,"RT @cbbc: The animation from @BBCNewsround explains who one of the most famous suffragettes, Emily Davison, was. #Suffragette100 https://t.…"
@BBC,Tue Feb 06 08:47:13 +0000 2018,0.6669,0.207,0.793,0.0,RT @bbcpress: 9? The brilliant and twisted #InsideNo9 will return to @BBCTwo for a fifth series. Don't forget to catch the last episode of…
@BBC,Tue Feb 06 08:46:28 +0000 2018,0.0,0.0,1.0,0.0,RT @bbceurovision: Presenting our #EurovisionYouDecide panelists! @Rylan?  @RochelleHumes?  and @TomFletcher?  #Eurovision ??? https://t.co…
@BBC,Tue Feb 06 08:45:32 +0000 2018,0.5562,0.159,0.841,0.0,RT @BBCNewsround: The #WinterOlympics2018 is only 3 days away! Did you know these fun facts about South Korea? ?? https://t.co/siDe9fvDAt #…
@BBC,Tue Feb 06 08:40:01 +0000 2018,0.3818,0.224,0.776,0.0,"? Stunning time-lapse pictures show Guatemala's Volcán de Fuego erupting.
https://t.co/Hcki5BRwGQ"
@BBC,Tue Feb 06 08:20:04 +0000 2018,-0.6597,0.0,0.672,0.328,"'What getting cancer in my twenties taught me.'
? https://t.co/fAOFuNMQ98 https://t.co/Xh7js9fgxo"
@BBC,Tue Feb 06 08:01:02 +0000 2018,0.5411,0.333,0.667,0.0,Now Braille readers can enjoy e-reading too! https://t.co/FGB2JouVox
@BBC,Tue Feb 06 07:38:04 +0000 2018,0.0,0.0,1.0,0.0,"??? Scientists say there needs to be more research into the impact of plastic pollution on sharks, whales and rays.… https://t.co/wcfjgNzDbx"
@BBC,Mon Feb 05 21:55:05 +0000 2018,-0.4767,0.086,0.741,0.173,"RT @bbcthree: In February 2017, certain forms of domestic abuse were decriminalised in Russia. @StaceyDooley finds out what the consequence…"
@BBC,Mon Feb 05 21:54:14 +0000 2018,0.3612,0.161,0.839,0.0,RT @bbcthree: What it's actually going to be like going to work tomorrow https://t.co/3b1umAlhGg
@BBC,Mon Feb 05 21:53:04 +0000 2018,-0.2481,0.0,0.858,0.142,"RT @BBCEarth: These cheetahs seriously put our cameras through their paces! ?

#AnimalsWithCameras https://t.co/Nolkf9aYiQ"
@BBC,Mon Feb 05 21:52:49 +0000 2018,0.5994,0.245,0.755,0.0,"RT @BBCSpringwatch: The beautiful winter wonderland that is the Cairngorms... 
https://t.co/77Y53AwllH #Winterwatch https://t.co/V1O0hWD3Ut"
@BBC,Mon Feb 05 21:52:31 +0000 2018,0.0,0.0,1.0,0.0,"RT @bbcideas: Now here’s a woman you need to know about - Hertha Marks Ayrton, AKA ""the woman who tamed lightning"" ?
(More unsung heroines…"
@BBC,Mon Feb 05 20:03:04 +0000 2018,-0.0772,0.214,0.561,0.225,"The story of Hull’s triple trawler tragedy and the women’s protest for safety at sea.

Hull’s Headscarf Heroes | 9p… https://t.co/V6JQXbbauI"
@BBC,Mon Feb 05 19:00:04 +0000 2018,-0.2263,0.0,0.787,0.213,"? Long-tailed tits are the ultimate snugglers. 
#Winterwatch https://t.co/tOT8GVmWzL"
@BBC,Mon Feb 05 18:30:07 +0000 2018,0.0,0.0,1.0,0.0,"?? Know your @MaryJBlige’s from your @MariahCarey’s?

See if you can you ace @1Xtra's R&amp;B quiz.
?… https://t.co/Mnisx7j0uo"
@BBC,Mon Feb 05 18:00:07 +0000 2018,0.743,0.474,0.526,0.0,"? Stanley Spencer: Creating a masterpiece on a toilet roll. 
? https://t.co/DjXJHZQRcP https://t.co/3zcKYzGm8Y"
@BBC,Mon Feb 05 17:30:04 +0000 2018,0.0,0.0,1.0,0.0,"?These homeless people would rather pitch a tent than sleep in a hostel.

Here's why... https://t.co/VxV6iAdGrp"
@BBC,Mon Feb 05 17:00:28 +0000 2018,0.2263,0.091,0.909,0.0,"A secret code hidden in a painting that gave access to an online wallet containing Bitcoin worth £35,500 has been c… https://t.co/BELc4Mmy36"
@BBC,Mon Feb 05 15:18:38 +0000 2018,0.0,0.0,1.0,0.0,RT @bbcthree: Taylor Lautner is BACK filming #Cuckoo. This series we're also forcing him to make us a constant stream of cocktails. https:/…
@BBC,Mon Feb 05 15:00:06 +0000 2018,0.128,0.166,0.691,0.143,"After suffering a stroke Richard was left unable to walk and talk. Then something remarkable happened...

Horizon:… https://t.co/1TKsF03kDL"
@BBC,Mon Feb 05 14:00:26 +0000 2018,0.4019,0.119,0.881,0.0,"RT @BBCSportWales: .@Nigelrefowens gets help with his one-liners ?

This is ""Nige"" - Chapter 3: The Writers' Room.

Watch the full story on…"
@BBC,Mon Feb 05 14:00:07 +0000 2018,-0.4404,0.0,0.847,0.153,"Researchers have found more than 60,000 hidden Maya ruins in Guatemala in a major archaeological breakthrough.
?… https://t.co/Pa7HITxoA6"
@BBC,Mon Feb 05 13:57:01 +0000 2018,-0.1779,0.0,0.904,0.096,RT @BBCNewsround: Talking with your child about mental health? Read our guide about anxiety together?  https://t.co/cHhl1TuKRA  #ChildrensM…
@BBC,Mon Feb 05 13:47:40 +0000 2018,0.8519,0.317,0.683,0.0,RT @BBC_Teach: Your Primary class can use harmonies to turn a good song into a great song with this brand new #BBCBitesize Music guide star…
@BBC,Mon Feb 05 13:46:03 +0000 2018,0.0,0.0,1.0,0.0,"RT @BBCPhilharmonic: A brand new Primary Music series from #BBCBitesize - and we provide the soundtrack! Lots of resources here, go and che…"
@BBC,Mon Feb 05 13:44:05 +0000 2018,0.0,0.0,1.0,0.0,RT @bbcsoutheast: Some of us saw a dusting of the white stuff this morning. Here's a selection of your snowy pictures #snow https://t.co/5B…
@BBC,Mon Feb 05 13:43:22 +0000 2018,0.0,0.0,1.0,0.0,RT @BBCiPlayer: ?See #London in A WHOLE NEW WAY ? ??  #HardSun https://t.co/xngwxhJumo
@BBC,Mon Feb 05 13:38:16 +0000 2018,0.3612,0.169,0.731,0.1,"RT @BBCR1: .@CraigDavid + @BastilleDan = Live Lounge perfection ?

Missed it? Watch it back in full right here ? https://t.co/nTsQI5Qlni ht…"
@BBC,Mon Feb 05 13:33:07 +0000 2018,0.3818,0.191,0.809,0.0,"? Did you know that cows form friendships and bear grudges?  
? https://t.co/hUXzp2H0Jg https://t.co/rXZFxY4Ayn"
@BBC,Mon Feb 05 13:22:45 +0000 2018,-0.0516,0.104,0.784,0.112,"RT @bbc5live: 10-year-old Mehul achieved the highest score in the Mensa IQ test, beating the likes of Albert Einstein and Stephen Hawking ?…"
@BBC,Mon Feb 05 13:03:05 +0000 2018,0.6908,0.341,0.659,0.0,"??? @Arsenal players have thanked @Rihanna for being their 'lucky charm'. ?
? https://t.co/83cWttcoMj https://t.co/trQmsw96lb"
@BBC,Mon Feb 05 12:30:05 +0000 2018,0.6597,0.231,0.769,0.0,"RT @bbcthree: ""I'm never going to give up helping animals.""

The 24-year-old vet on a mission to save homeless dogs. https://t.co/w6EE93ERFn"
@BBC,Mon Feb 05 12:30:03 +0000 2018,-0.0258,0.216,0.56,0.224,? Could this game help doctors detect trauma patients? https://t.co/jWYpn12YmU
@BBC,Mon Feb 05 12:00:05 +0000 2018,0.2263,0.079,0.921,0.0,"? From Collateral to the return of Modus and a retelling of the siege of Troy, here are the TV shows worth seeing t… https://t.co/3g2FPqJDGZ"
@BBC,Mon Feb 05 11:49:47 +0000 2018,0.5255,0.119,0.881,0.0,"RT @BBCSport: Sport Relief is back this year from 17 to 23 March! 

And it's not just about celebrities. You can also get involved in a nat…"
@BBC,Mon Feb 05 11:07:39 +0000 2018,-0.3612,0.0,0.865,0.135,"?? Snow has caused travel disruption in parts of the UK, as temperatures plummeted overnight. 
?… https://t.co/MFdryLqvrR"
@BBC,Mon Feb 05 10:30:04 +0000 2018,0.0,0.0,1.0,0.0,That moment when you realise you have a mouse up your sleeve during a big West End number… ? ? #TheGrahamNorthonShow https://t.co/4au35eCCmK
@CBS,Wed Feb 07 16:17:48 +0000 2018,0.5574,0.312,0.536,0.152,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z"
@CBS,Tue Feb 06 22:21:39 +0000 2018,0.0,0.0,1.0,0.0,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…"
@CBS,Tue Feb 06 17:05:49 +0000 2018,0.0772,0.121,0.773,0.106,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…"
@CBS,Sun Feb 04 15:35:36 +0000 2018,0.0,0.0,1.0,0.0,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…"
@CBS,Sun Feb 04 12:00:01 +0000 2018,0.1531,0.118,0.882,0.0,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0"
@CBS,Sat Feb 03 23:11:43 +0000 2018,0.0,0.0,1.0,0.0,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP
@CBS,Sat Feb 03 12:00:07 +0000 2018,0.8268,0.338,0.662,0.0,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT"
@CBS,Fri Feb 02 22:36:13 +0000 2018,-0.0772,0.0,0.925,0.075,RT @swatcbs: ?@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…
@CBS,Fri Feb 02 20:07:40 +0000 2018,0.4019,0.144,0.856,0.0,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp"
@CBS,Fri Feb 02 19:03:33 +0000 2018,0.4003,0.124,0.876,0.0,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…
@CBS,Fri Feb 02 17:23:18 +0000 2018,0.6114,0.166,0.834,0.0,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg
@CBS,Thu Feb 01 22:04:41 +0000 2018,0.0,0.0,1.0,0.0,? @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02
@CBS,Thu Feb 01 20:09:49 +0000 2018,0.0,0.0,1.0,0.0,"? @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG"
@CBS,Wed Jan 31 21:42:15 +0000 2018,0.1139,0.088,0.912,0.0,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu"
@CBS,Wed Jan 31 17:05:47 +0000 2018,0.1007,0.135,0.75,0.115,RT @survivorcbs: Get excited! ? It’s finally time to meet the castaways of #Survivor: Ghost Island ? https://t.co/xQQ8ROhKbM https://t.co/P…
@CBS,Wed Jan 31 16:37:17 +0000 2018,0.4588,0.188,0.812,0.0,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd"
@CBS,Wed Jan 31 06:55:30 +0000 2018,0.1779,0.126,0.779,0.095,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX
@CBS,Wed Jan 31 02:15:16 +0000 2018,-0.2263,0.179,0.569,0.252,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials"
@CBS,Wed Jan 31 01:58:40 +0000 2018,-0.4767,0.0,0.744,0.256,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so"
@CBS,Wed Jan 31 01:52:46 +0000 2018,0.4939,0.256,0.625,0.119,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one."
@CBS,Wed Jan 31 01:49:43 +0000 2018,0.5093,0.19,0.81,0.0,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy"
@CBS,Wed Jan 31 01:31:27 +0000 2018,0.8261,0.434,0.566,0.0,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials
