Source Account,Date,Compound,Positive,Neutral,Negative,Text
@CBS,Wed Jan 31 01:29:10 +0000 2018,0.8309,0.414,0.586,0.0,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!
@CBS,Wed Jan 31 01:24:16 +0000 2018,0.6588,0.386,0.614,0.0,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials
@CBS,Wed Jan 31 01:18:37 +0000 2018,-0.5106,0.0,0.602,0.398,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk
@CBS,Wed Jan 31 01:17:37 +0000 2018,0.0,0.0,1.0,0.0,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials
@CBS,Wed Jan 31 01:16:15 +0000 2018,0.7525,0.349,0.651,0.0,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug
@CBS,Wed Jan 31 01:08:01 +0000 2018,0.0,0.0,1.0,0.0,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on ?
@CBS,Wed Jan 31 01:04:34 +0000 2018,0.8516,0.58,0.42,0.0,RT @Mixxxalv: Watching #superbowlcommercials let the best win!
@CBS,Wed Jan 31 01:00:35 +0000 2018,0.8442,0.351,0.649,0.0,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u
@CBS,Wed Jan 31 00:55:04 +0000 2018,0.923,0.406,0.594,0.0,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd
@CBS,Wed Jan 31 00:37:20 +0000 2018,0.5994,0.206,0.794,0.0,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg"
@CBS,Wed Jan 31 00:11:53 +0000 2018,0.8834,0.407,0.593,0.0,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5"
@CBS,Tue Jan 30 23:35:01 +0000 2018,0.8553,0.276,0.724,0.0,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98
@CBS,Tue Jan 30 21:19:22 +0000 2018,0.8553,0.306,0.694,0.0,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN
@CBS,Tue Jan 30 18:46:04 +0000 2018,0.9215,0.391,0.609,0.0,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5"
@CBS,Tue Jan 30 16:00:02 +0000 2018,0.0,0.0,1.0,0.0,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli
@CBS,Tue Jan 30 04:03:31 +0000 2018,0.5994,0.187,0.813,0.0,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN"
@CBS,Tue Jan 30 03:17:51 +0000 2018,0.6908,0.289,0.711,0.0,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN
@CBS,Tue Jan 30 02:12:15 +0000 2018,0.0,0.0,1.0,0.0,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6
@CBS,Tue Jan 30 01:29:06 +0000 2018,-0.296,0.0,0.885,0.115,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22
@CBS,Tue Jan 30 00:11:05 +0000 2018,0.0,0.0,1.0,0.0,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR
@CBS,Mon Jan 29 22:45:21 +0000 2018,0.3818,0.115,0.885,0.0,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu
@CBS,Mon Jan 29 22:10:15 +0000 2018,0.5093,0.162,0.758,0.079,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ
@CBS,Mon Jan 29 20:00:04 +0000 2018,0.0,0.0,1.0,0.0,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f
@CBS,Mon Jan 29 19:00:05 +0000 2018,0.7783,0.286,0.714,0.0,?@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx
@CBS,Mon Jan 29 18:00:02 +0000 2018,0.9259,0.442,0.558,0.0,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK
@CBS,Mon Jan 29 17:15:04 +0000 2018,0.0,0.0,1.0,0.0,?@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC
@CBS,Mon Jan 29 16:00:05 +0000 2018,0.5106,0.163,0.837,0.0,"Relive epic GRAMMY rock performances from @Metallica, @beck, @coldplay and more on @AppleMusic. Start your free tri… https://t.co/xmkaZGjlMM"
@CBS,Mon Jan 29 15:00:03 +0000 2018,0.1531,0.086,0.914,0.0,"The #GRAMMYs were full of emotional performances, stirring speeches, and jaw-dropping fashion. See all the red carp… https://t.co/yqpOW9tWm3"
@CBS,Mon Jan 29 14:00:02 +0000 2018,0.3182,0.136,0.741,0.123,Watch @BrunoMars and @iamcardib pull out all the stops at the #GRAMMYs for their fun and funky duet of 'Finesse.'… https://t.co/z1ZTosotw9
@CBS,Mon Jan 29 13:00:01 +0000 2018,0.6597,0.293,0.707,0.0,"With his powerful single 'Pray,"" @samsmithworld captivated the #GRAMMYs crowd. Watch the full performance:… https://t.co/159qGVFyxW"
@CBS,Mon Jan 29 12:00:03 +0000 2018,0.0,0.0,1.0,0.0,Music's biggest stars came together for a night of celebration and song at the The 60th Annual #GRAMMYs! Stream the… https://t.co/flFIflTQ5s
@CBS,Mon Jan 29 08:18:18 +0000 2018,0.0,0.0,1.0,0.0,The stage was packed with star power from start to finish on Music's Biggest Night®! Catch up on all the live perfo… https://t.co/Mzqp82FiUS
@CBS,Mon Jan 29 07:40:26 +0000 2018,0.5719,0.27,0.73,0.0,See who won big on Music's Biggest Night®?: https://t.co/yyb8bwMqEx #GRAMMYs https://t.co/OgV3UcK3jw
@CBS,Mon Jan 29 07:25:04 +0000 2018,0.3612,0.122,0.878,0.0,Get ready to sing along as @eltonofficial and @MileyCyrus deliver an unforgettable rendition of the iconic song 'Ti… https://t.co/upVo9SZUCh
@CBS,Mon Jan 29 07:01:01 +0000 2018,0.7506,0.314,0.686,0.0,"See @littlebigtown belt out a heartfelt version of their hit song 'Better Man,' written by @taylorswift13:… https://t.co/mQJZ4lIOtZ"
@CBS,Mon Jan 29 06:15:02 +0000 2018,0.5719,0.266,0.734,0.0,See @U2's intense #GRAMMYs performance in front of the majestic Statue of Liberty: https://t.co/Y1ZhzDYPdt https://t.co/SOf9kpMHOq
@CBS,Mon Jan 29 05:34:44 +0000 2018,0.0,0.0,1.0,0.0,"Relive @LuisFonsi, @daddy_yankee, and @zuleyka_rivera's electric performance of 'Despacito' that lit up the… https://t.co/9m1mytX9VW"
@CBS,Mon Jan 29 04:19:55 +0000 2018,0.0,0.0,1.0,0.0,We caught up with @imjmichaels on the #GRAMMYs red carpet and learned all about how @IBM is using Watson and AI to… https://t.co/sJpn44xPnV
@CBS,Mon Jan 29 04:12:46 +0000 2018,0.8779,0.359,0.641,0.0,"It was real y'all. Congratulations to everyone who won and all who were nominated. Finally, thank you to everyone w… https://t.co/jqBkGTtEyM"
@CBS,Mon Jan 29 04:10:47 +0000 2018,0.7959,0.294,0.706,0.0,Drippin' in finesse ? @BrunoMars wins Album Of The Year at The #GRAMMYs! See all of the winners here:… https://t.co/BK4bF9ggSI
@CBS,Mon Jan 29 03:58:49 +0000 2018,0.5859,0.487,0.513,0.0,That. Performance. Wow. #GRAMMYs https://t.co/rDg37rzQvn
@CBS,Mon Jan 29 03:55:24 +0000 2018,0.6696,0.152,0.848,0.0,"RT @CBSNews: ""My father, if you are watching this dad, I love you. Look at me, pop, look at me, I'm at the #Grammys right now!"" @BrunoMars…"
@CBS,Mon Jan 29 03:55:20 +0000 2018,-0.34,0.0,0.888,0.112,"RT @CBSNews: .@HillaryClinton makes an appearance at #Grammys during a reading of ""Fire and Fury."" The book details President Trump's first…"
@CBS,Mon Jan 29 03:53:06 +0000 2018,0.0572,0.073,0.864,0.062,You don't want to miss a moment of The #GRAMMYs. Watch now on CBS and CBS All Access: https://t.co/rtZ7sSGFOC https://t.co/oVvgF0CNLr
@CBS,Mon Jan 29 03:50:25 +0000 2018,0.6114,0.312,0.688,0.0,"RT @TheSaraNoH: Thank you @RecordingAcad for helping to keep music in schools! 

#GRAMMYs"
@CBS,Mon Jan 29 03:49:19 +0000 2018,0.5994,0.394,0.606,0.0,RT @pawprintedzoe: Music is a beautiful thing #Grammys
@CBS,Mon Jan 29 03:46:27 +0000 2018,0.4588,0.273,0.727,0.0,What was your favorite #GRAMMY moment from tonight? https://t.co/x3q4ZhltV9
@CBS,Mon Jan 29 03:45:43 +0000 2018,0.8118,0.251,0.749,0.0,24K Magic is in the air at the 60th Annual #GRAMMYs! @BrunoMars wins Record Of The Year! See all of the winners her… https://t.co/jGaqsvQt7W
@CBS,Mon Jan 29 03:37:35 +0000 2018,0.6696,0.478,0.522,0.0,RT @CBSTweet: Cute family alert! @pink ? #GRAMMYs https://t.co/isveVC8aoJ
@CBS,Mon Jan 29 03:37:27 +0000 2018,0.0,0.0,1.0,0.0,"Slay all day, @sza! #GRAMMYs https://t.co/h1oCVMZE55"
@CBS,Mon Jan 29 03:34:36 +0000 2018,0.5859,0.183,0.817,0.0,CBS Stars @shemarmoore from @swatcbs and @TheRealEve from @TheTalkCBS charming the crowd at The 60th Annual #GRAMMYs https://t.co/HLnRBE2rFW
@CBS,Mon Jan 29 03:27:04 +0000 2018,0.0,0.0,1.0,0.0,"RT @Jordan_Roth: And THAT is how it’s done, kids. #Patti #GRAMMYs"
@CBS,Mon Jan 29 03:25:53 +0000 2018,0.0,0.0,1.0,0.0,??? https://t.co/VZB0QEbajw
@CBS,Mon Jan 29 03:25:26 +0000 2018,-0.5267,0.0,0.702,0.298,RT @AnnaKendrick47: Punish me with those vocals @BenSPLATT ? #GRAMMYs
@CBS,Mon Jan 29 03:24:02 +0000 2018,0.1139,0.071,0.929,0.0,"Blue Ivy doesn't wanna miss a minute of the action. ? 

Watch The #GRAMMYs now on CBS and CBS All Access:… https://t.co/26zRlvLKgl"
@CBS,Mon Jan 29 03:20:49 +0000 2018,0.0,0.0,1.0,0.0,The #GRAMMYs is a family affair...or is it? https://t.co/ohPdzp8jIZ
@CBS,Mon Jan 29 03:12:26 +0000 2018,0.0,0.0,1.0,0.0,Generations of icons come together on the #GRAMMY stage. See all of the performances from The 60th Annual #GRAMMYs… https://t.co/amGC0Lu4Di
@CBS,Mon Jan 29 03:06:30 +0000 2018,0.9854,0.792,0.208,0.0,"RT @nictothemarie: wow
wow
wow
wow
wow
wow
wow
wow
@eltonjohn @mileycyrus
having a heart EXPLOSION
#grammys"
@CBS,Mon Jan 29 03:06:26 +0000 2018,0.0,0.0,1.0,0.0,RT @FunnyManShaun: Elton John with the Liberace swag #GRAMMYs
@CBS,Mon Jan 29 03:04:50 +0000 2018,0.4404,0.326,0.674,0.0,RT @BlueBloods_CBS: Lookin' good @DonnieWahlberg ? #GRAMMYs https://t.co/7FftMSU7Do
@CBS,Mon Jan 29 03:02:43 +0000 2018,0.7574,0.245,0.755,0.0,That's what we like! @BrunoMars wins the #GRAMMY for Song of the Year. See all of The 60th Annual #GRAMMYs winners… https://t.co/op6rSMuOzv
@CBS,Mon Jan 29 02:49:24 +0000 2018,-0.1531,0.142,0.682,0.176,RT if you're crying like @HaileeSteinfeld after that moving @KeshaRose + @cyndilauper + @Camila_Cabello +… https://t.co/9qnQrhpiXy
@CBS,Mon Jan 29 02:45:57 +0000 2018,0.8899,0.419,0.581,0.0,RT @KathyLynn904: That’s was absolutely beautiful and powerful thank you @KeshaRose and all the ladies who joined her unbelievable #GRAMMYS
@CBS,Mon Jan 29 02:40:59 +0000 2018,0.5829,0.321,0.679,0.0,RT @naptural_mae: I have so much admiration for Kesha #GRAMMYs
@CBS,Mon Jan 29 02:40:57 +0000 2018,0.0,0.0,1.0,0.0,"RT @fifthpoesys: QUE PERFORMANCE MARAVILHOSA
#GRAMMYs"
@CBS,Mon Jan 29 02:37:11 +0000 2018,0.3612,0.333,0.667,0.0,RT @BaileyGrey789: Janelle. Thank you. #GRAMMYs
@CBS,Mon Jan 29 02:36:48 +0000 2018,0.7964,0.392,0.608,0.0,"RT @OnAirWithEmily: We remember, we love and we must do better. 

#GRAMMYs #Route91"
@CBS,Mon Jan 29 02:36:35 +0000 2018,0.7184,0.261,0.739,0.0,"Major Key Alert ? How amazing was that performance by @djkhaled, @rihanna and @brysontiller? See all of the perform… https://t.co/F4w9YRIR7J"
@CBS,Mon Jan 29 02:29:28 +0000 2018,0.7964,0.392,0.608,0.0,Winner @ChrisStapleton is keepin' country strong at The 60th Annual #GRAMMYs #BestCountryAlbum https://t.co/MuKqktqPGa
@CBS,Mon Jan 29 02:22:53 +0000 2018,0.3164,0.141,0.859,0.0,"Dream Team @JKCorden, @OfficialSting, and @DiRealShaggy take on Subway Car-pool Karaoke! Should @latelateshow conti… https://t.co/pImiqypXCg"
@CBS,Mon Jan 29 02:18:44 +0000 2018,-0.2755,0.0,0.81,0.19,Don't you feel like you're at The #GRAMMYs now? https://t.co/p1HEGnmbdb
@CBS,Mon Jan 29 02:15:17 +0000 2018,0.0,0.0,1.0,0.0,"RT @muvvafucker: RIHANNA IS SLAYING 
#GRAMMYS"
@CBS,Mon Jan 29 02:08:34 +0000 2018,0.0,0.0,1.0,0.0,Watching that performance by @OfficialSting and @DiRealShaggy like... #GRAMMYs https://t.co/mVwpuPvVjZ
@CBS,Mon Jan 29 02:07:10 +0000 2018,0.8271,0.288,0.712,0.0,RT @JustJoshying: #BrunoMars is gonna go down as one of the greatest performers of our generation. Never ceases to amaze #GRAMMYs
@CBS,Mon Jan 29 02:06:10 +0000 2018,0.0,0.0,1.0,0.0,This may be the first time potty training was an issue at The #GRAMMYs! ? https://t.co/cNhr6VNhWO
@CBS,Mon Jan 29 02:06:06 +0000 2018,0.9359,0.641,0.359,0.0,Congratulations to @DaveChappelle for winning Best Comedy Album at The #GRAMMYs! https://t.co/7mpY88ygdu
@CBS,Mon Jan 29 02:03:08 +0000 2018,-0.2896,0.079,0.793,0.128,"Didn't win a #GRAMMY? That's okay, you can get a consolation puppy. 

Watch The #GRAMMYs now on CBS and CBS All Acc… https://t.co/thYXMLHNgd"
@CBS,Mon Jan 29 01:56:46 +0000 2018,0.0,0.0,1.0,0.0,It's a throwback kind of night with @BrunoMars! #GRAMMYs https://t.co/43N4Mu6Ini
@CNN,Wed Feb 07 16:20:13 +0000 2018,-0.2023,0.0,0.833,0.167,Polish President signs controversial Holocaust bill into law https://t.co/sMxUy9xv7I https://t.co/N3c7q2i3E7
@CNN,Wed Feb 07 16:10:16 +0000 2018,-0.127,0.0,0.815,0.185,These Dreamers will leave the US if a DACA deal isn't reached https://t.co/I0rGs9dPAh https://t.co/QWhwMzjDoe
@CNN,Wed Feb 07 15:56:27 +0000 2018,0.7269,0.276,0.724,0.0,Democrats picked up a state House seat Tuesday in a Missouri legislative district that President Trump won easily i… https://t.co/r4yjlnfJG9
@CNN,Wed Feb 07 15:45:08 +0000 2018,0.128,0.146,0.729,0.126,At least 33 people have tested positive for HIV in northern India after a fake doctor allegedly used a tainted need… https://t.co/Xgn39WvspO
@CNN,Wed Feb 07 15:38:18 +0000 2018,0.0,0.0,1.0,0.0,"Initial planning for the military parade requested by President Trump is now underway, Chairman of the Joint Chiefs… https://t.co/lvkK93QetB"
@CNN,Wed Feb 07 15:25:28 +0000 2018,-0.4767,0.092,0.738,0.17,"Former Vice President Joe Biden on whether he'll run in 2020: ""I'm trying like hell to do everything I think ... th… https://t.co/mRIkEWHZJD"
@CNN,Wed Feb 07 15:15:37 +0000 2018,-0.5574,0.0,0.82,0.18,"The solar industry shed nearly 10,000 jobs in 2017, a 4% drop from 2016 and the first time solar jobs have fallen s… https://t.co/Ehi7xKlDL1"
@CNN,Wed Feb 07 15:00:05 +0000 2018,0.1027,0.076,0.924,0.0,The owner of the Los Angeles Times has reached a deal to sell the paper to a biotech billionaire… https://t.co/mGSgSG4AfZ
@CNN,Wed Feb 07 14:48:03 +0000 2018,0.0,0.0,1.0,0.0,"Kim Jong Un is sending his younger sister to South Korea for the Olympics, the first time any member of the Kim dyn… https://t.co/k8fhNyq7DX"
@CNN,Wed Feb 07 14:36:03 +0000 2018,0.0,0.0,1.0,0.0,Trump wants a military parade. Here's how other countries do it https://t.co/9I9B0zBb3j https://t.co/PWNslfQF4H
@CNN,Wed Feb 07 14:26:44 +0000 2018,0.0,0.0,1.0,0.0,"About 48% of Americans have HSV-1 and 12% have HSV-2, a new study says  https://t.co/pLx1SbD6cO"
@CNN,Wed Feb 07 14:10:09 +0000 2018,0.4019,0.172,0.828,0.0,How to sound smart about the yo-yoing stock market | Analysis by @CillizzaCNN https://t.co/cj1piimyqH https://t.co/3zFmiN0UmS
@CNN,Wed Feb 07 14:00:19 +0000 2018,0.5267,0.175,0.825,0.0,Justice Department watchdog briefs bipartisan group of lawmakers on its investigation into the FBI's actions during… https://t.co/k8nnrzS8vx
@CNN,Wed Feb 07 13:50:06 +0000 2018,0.0,0.0,1.0,0.0,Americans aren't going to the Olympics. Here's why: https://t.co/ObOT6woAju https://t.co/SzsFvsnDeH
@CNN,Wed Feb 07 13:40:15 +0000 2018,0.3612,0.152,0.848,0.0,The US has held military parades before. This is what they looked like: https://t.co/cNX51xsYjP https://t.co/T1SjpwMPJr
@CNN,Wed Feb 07 13:33:08 +0000 2018,0.0,0.0,1.0,0.0,"RT @NewDay: Republican Rep. Jim Jordan says a military parade is ""the President's call"" https://t.co/RnmqHLzoEE https://t.co/Bc83lYxaA6"
@CNN,Wed Feb 07 13:30:19 +0000 2018,0.0,0.0,1.0,0.0,A military parade is about the most Trumpian move possible | Analysis by @CillizzaCNN https://t.co/bkBGnk6uuB https://t.co/2Krti9UvGU
@CNN,Wed Feb 07 13:20:13 +0000 2018,0.0,0.0,1.0,0.0,President Trump wants a military parade. Here's how other countries do it https://t.co/4BYAMp7MqM https://t.co/YhEDTid6vg
@CNN,Wed Feb 07 13:10:10 +0000 2018,0.128,0.081,0.919,0.0,"SpaceX launched its #FalconHeavy rocket for the first time ever on Tuesday. Here's a look back, in pictures… https://t.co/OJAbVu8vbp"
@CNN,Wed Feb 07 13:03:05 +0000 2018,-0.1779,0.09,0.794,0.116,"RT @NewDay: DACA recipient Greisa Martinez Rosas says chief of staff John Kelly sounded like ""a bully"" when he made his comments about the…"
@CNN,Wed Feb 07 13:00:11 +0000 2018,-0.5574,0.0,0.82,0.18,"The solar industry shed nearly 10,000 jobs in 2017, a 4% drop from 2016 and the first time solar jobs have fallen s… https://t.co/T4swlAmoEh"
@CNN,Wed Feb 07 12:50:05 +0000 2018,0.0,0.0,1.0,0.0,5 numbers to prove the GOP is sticking by Trump on Russia: https://t.co/URl4uSLO9e https://t.co/vL2Isj0W0J
@CNN,Wed Feb 07 12:40:08 +0000 2018,0.4019,0.162,0.838,0.0,President Trump wants to talk to special counsel Robert Mueller despite his lawyers’ concerns… https://t.co/TwV5mfVTh1
@CNN,Wed Feb 07 12:34:40 +0000 2018,0.2519,0.099,0.84,0.061,"RT @NewDay: ""Don't bargain their lives for a wall"" says former Vice President Joe Biden: The Democrats need to continue to make it clear th…"
@CNN,Wed Feb 07 12:30:02 +0000 2018,0.0,0.0,1.0,0.0,"Former Vice President Joe Biden says he's concerned about ""naked nationalism"" of ""us against them"": ""This President… https://t.co/LdLHUzyo0r"
@CNN,Wed Feb 07 12:20:06 +0000 2018,0.0,0.0,1.0,0.0,"5 things for Wednesday:

- Politics
- Winter Olympics
- Taiwan earthquake
- Poland
- Space X launch… https://t.co/bOLSX2q2a3"
@CNN,Wed Feb 07 12:10:59 +0000 2018,0.7264,0.225,0.775,0.0,"RT @NewDay: CNN's @johnfkirby63 on Trump asking for a grand military parade: ""This is beneath us as a nation. We are the most powerful mili…"
@CNN,Wed Feb 07 12:10:07 +0000 2018,0.0,0.0,1.0,0.0,Why @CocaCola CEO James Quincey sees the perks of adopting the mentality of a technology company to lead the storie… https://t.co/XBQhQMrqFl
@CNN,Wed Feb 07 12:05:46 +0000 2018,0.1685,0.178,0.703,0.119,"RT @NewDay: Former Director of National Intelligence James Clapper says he wasn't bothered by being called ""one of the biggest liars and le…"
@CNN,Wed Feb 07 12:01:24 +0000 2018,-0.7717,0.0,0.705,0.295,Dozens of people are missing following a deadly magnitude-6.4 earthquake in Taiwan that killed at least seven peopl… https://t.co/w4jZ4mmycr
@CNN,Wed Feb 07 11:51:38 +0000 2018,0.4019,0.101,0.899,0.0,"RT @NewDay: Former VP Joe Biden: ""Everything with Trump is about him and everything about him is what the Republican Party seems to be focu…"
@CNN,Wed Feb 07 11:51:31 +0000 2018,0.7346,0.254,0.692,0.054,"Rep. Jackie Speier on President Trump's interest in a military parade: ""I was stunned by it, to be quite honest. ..… https://t.co/6RgBNF1APq"
@CNN,Wed Feb 07 11:40:10 +0000 2018,0.0,0.0,1.0,0.0,"Kim Jong Un is sending his younger sister to South Korea for the Olympics, the first time any member of the Kim dyn… https://t.co/HQnl9cJ3Wm"
@CNN,Wed Feb 07 11:35:06 +0000 2018,-0.296,0.0,0.901,0.099,Steve Wynn has stepped down as the CEO of Wynn Resorts after allegations of sexual misconduct piled pressure on the… https://t.co/uyB1hN50mr
@CNN,Wed Feb 07 11:31:03 +0000 2018,-0.4019,0.0,0.863,0.137,This is one problem only President Trump can fix -- if he wants to | Analysis by @StCollinson https://t.co/hFSZ7k1rnJ
@CNN,Wed Feb 07 11:26:16 +0000 2018,0.0,0.0,1.0,0.0,"Kim Jong Un is sending his younger sister to South Korea for the Olympics, the first time any member of the Kim dyn… https://t.co/YLYWfoeJiJ"
@CNN,Wed Feb 07 11:26:10 +0000 2018,0.0,0.0,1.0,0.0,Trump wants a military parade. Here's how other countries do it https://t.co/xM4fZv7Xtt https://t.co/HfwzFyrdwF
@CNN,Wed Feb 07 10:23:01 +0000 2018,0.0,0.0,1.0,0.0,"About 48% of Americans have HSV-1 and 12% have HSV-2, a new study says  https://t.co/hpeZDFAAuf"
@CNN,Wed Feb 07 10:01:39 +0000 2018,0.4404,0.146,0.854,0.0,Most African dwarf crocodiles are a grayish tone. But these mystery crocs are bright orange with red eyes https://t.co/AfOZmKveCm
@CNN,Wed Feb 07 09:51:01 +0000 2018,-0.7351,0.0,0.754,0.246,"Since the start of the year, more than 120 people have died as a result of the flu in Hong Kong https://t.co/i0yDs8OVFf"
@CNN,Wed Feb 07 09:40:19 +0000 2018,0.0,0.0,1.0,0.0,It's nearly Valentine's Day and your relationship has hit a rough patch. Now what? https://t.co/nXqwNIB26o
@CNN,Wed Feb 07 09:29:40 +0000 2018,-0.3818,0.0,0.885,0.115,Schools will be closed on Wednesday in parts of Tehran as severe air pollution continues to blanket the Iranian cap… https://t.co/TA4Grsm8ad
@CNN,Wed Feb 07 09:22:20 +0000 2018,0.3818,0.12,0.88,0.0,"For the first time since going public in March, Snapchat's parent company posted quarterly sales and user growth th… https://t.co/zfCNo6iHCM"
@CNN,Wed Feb 07 09:14:58 +0000 2018,-0.891,0.0,0.616,0.384,Bird flu is killing the Queen's swans. At least 30 birds from Queen Elizabeth's flock have died so far.… https://t.co/auYqrqBcm8
@CNN,Wed Feb 07 09:02:30 +0000 2018,0.296,0.155,0.845,0.0,"Former US Vice President Joe Biden on President Trump: ""He's a joke"" https://t.co/O7lFiCqP8i https://t.co/nQcU7vp26B"
@CNN,Wed Feb 07 09:01:07 +0000 2018,0.0,0.0,1.0,0.0,California deputies pulled over two hot air balloons after local residents called 911 to report them flying extreme… https://t.co/q23hUokfQ2
@CNN,Wed Feb 07 08:52:38 +0000 2018,-0.296,0.0,0.901,0.099,Steve Wynn has stepped down as the CEO of Wynn Resorts after allegations of sexual misconduct piled pressure on the… https://t.co/OU8eXuhDEV
@CNN,Wed Feb 07 08:40:06 +0000 2018,-0.25,0.075,0.8,0.125,A US Air Force B-52 bomber launched a record-setting series of strikes this week in northern Afghanistan -- droppin… https://t.co/LrkHiWkVa4
@CNN,Wed Feb 07 08:37:59 +0000 2018,0.0,0.0,1.0,0.0,"More teenagers are identifying themselves with nontraditional gender labels such as transgender or gender-fluid, ac… https://t.co/gb7xHFxqfe"
@CNN,Wed Feb 07 08:31:04 +0000 2018,0.0,0.0,1.0,0.0,"US President Donald Trump has asked for a military parade and the Pentagon is reviewing potential dates, a Pentagon… https://t.co/vGoiKgHHwp"
@CNN,Wed Feb 07 08:17:09 +0000 2018,0.0,0.0,1.0,0.0,"Meet the trendsetting Saudis moving away from lucrative government jobs to compete for posts in the private sector,… https://t.co/M7zNel47rn"
@CNN,Wed Feb 07 08:16:14 +0000 2018,0.0,0.0,1.0,0.0,SpaceX managed to guide at least 2 of the Falcon Heavy's first-stage rocket boosters to land upright back on Earth.… https://t.co/uPFZVmyqio
